Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2009,2009,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2010,2010,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2011,2011,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2012,2012,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2013,2013,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2014,2014,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2015,2015,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2016,2016,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2017,2017,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2018,2018,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2019,2019,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2020,2020,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2021,2021,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2022,2022,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7002,February,2023,2023,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1961,1961,°c,0.628,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1962,1962,°c,-0.085,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1963,1963,°c,0.773,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1964,1964,°c,1.052,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1965,1965,°c,-0.116,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1966,1966,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1967,1967,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1968,1968,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1969,1969,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1970,1970,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1971,1971,°c,-0.427,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1972,1972,°c,-0.627,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1973,1973,°c,0.273,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1974,1974,°c,0.173,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1975,1975,°c,0.473,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1976,1976,°c,0.073,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1977,1977,°c,0.773,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1978,1978,°c,1.373,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1979,1979,°c,-1.227,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1980,1980,°c,0.173,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1981,1981,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1982,1982,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1983,1983,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1984,1984,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1985,1985,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1986,1986,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1987,1987,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1988,1988,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1989,1989,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1990,1990,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1991,1991,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1992,1992,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1993,1993,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1994,1994,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1995,1995,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1996,1996,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1997,1997,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1998,1998,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,1999,1999,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2000,2000,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2001,2001,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2002,2002,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2003,2003,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2004,2004,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2005,2005,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2006,2006,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2007,2007,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2008,2008,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2009,2009,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2010,2010,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2011,2011,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2012,2012,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2013,2013,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2014,2014,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2015,2015,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2016,2016,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2017,2017,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2018,2018,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2019,2019,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2020,2020,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2021,2021,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2022,2022,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7003,March,2023,2023,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1961,1961,°c,0.585,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1962,1962,°c,0.065,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1963,1963,°c,0.245,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1964,1964,°c,0.537,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1965,1965,°c,-0.604,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1966,1966,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1967,1967,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1968,1968,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1969,1969,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1970,1970,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1971,1971,°c,-0.604,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1972,1972,°c,0.396,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1973,1973,°c,0.496,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1974,1974,°c,1.496,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1975,1975,°c,0.796,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1976,1976,°c,-0.704,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1977,1977,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1978,1978,°c,1.296,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1979,1979,°c,-0.204,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1980,1980,°c,0.596,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1981,1981,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1982,1982,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1983,1983,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1984,1984,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1985,1985,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1986,1986,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1987,1987,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1988,1988,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1989,1989,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1990,1990,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1991,1991,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1992,1992,°c,-0.035,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1993,1993,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1994,1994,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1995,1995,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1996,1996,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1997,1997,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1998,1998,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,1999,1999,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2000,2000,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2001,2001,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2002,2002,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2003,2003,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2004,2004,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2005,2005,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2006,2006,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2007,2007,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2008,2008,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2009,2009,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2010,2010,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2011,2011,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2012,2012,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2013,2013,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2014,2014,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2015,2015,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2016,2016,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2017,2017,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2018,2018,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2019,2019,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2020,2020,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2021,2021,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2022,2022,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7004,April,2023,2023,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1961,1961,°c,-0.321,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1962,1962,°c,-0.185,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1963,1963,°c,-1.254,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1964,1964,°c,0.279,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1965,1965,°c,-1.221,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1966,1966,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1967,1967,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1968,1968,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1969,1969,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1970,1970,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1971,1971,°c,0.879,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1972,1972,°c,-0.121,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1973,1973,°c,0.979,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1974,1974,°c,0.379,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1975,1975,°c,0.479,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1976,1976,°c,0.679,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1977,1977,°c,-0.521,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1978,1978,°c,1.379,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1979,1979,°c,-0.121,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1980,1980,°c,0.079,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1981,1981,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1982,1982,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1983,1983,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1984,1984,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1985,1985,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1986,1986,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1987,1987,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1988,1988,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1989,1989,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1990,1990,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1991,1991,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1992,1992,°c,-0.985,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1993,1993,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1994,1994,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1995,1995,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1996,1996,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1997,1997,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1998,1998,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,1999,1999,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2000,2000,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2001,2001,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2002,2002,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2003,2003,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2004,2004,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2005,2005,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2006,2006,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2007,2007,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2008,2008,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2009,2009,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2010,2010,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2011,2011,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2012,2012,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2013,2013,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2014,2014,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2015,2015,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2016,2016,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2017,2017,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2018,2018,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2019,2019,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2020,2020,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2021,2021,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2022,2022,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7005,May,2023,2023,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1961,1961,°c,0.255,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1962,1962,°c,-1.197,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1963,1963,°c,-0.429,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1964,1964,°c,0.483,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1965,1965,°c,-0.172,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1966,1966,°c,-0.635,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1967,1967,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1968,1968,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1969,1969,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1970,1970,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1971,1971,°c,0.428,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1972,1972,°c,0.228,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1973,1973,°c,0.028,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1974,1974,°c,0.028,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1975,1975,°c,0.728,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1976,1976,°c,-0.372,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1977,1977,°c,0.228,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1978,1978,°c,1.028,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1979,1979,°c,0.528,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1980,1980,°c,0.528,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1981,1981,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1982,1982,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1983,1983,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1984,1984,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1985,1985,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1986,1986,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1987,1987,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1988,1988,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1989,1989,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1990,1990,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1991,1991,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1992,1992,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1993,1993,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1994,1994,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1995,1995,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1996,1996,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1997,1997,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1998,1998,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,1999,1999,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2000,2000,°c,,O,Missing value
